image,evalTime
img_12.jpg,15.774534225463867
img_10.jpg,16.06793761253357
img_15.jpg,16.080174207687378
img_14.jpg,16.189982891082764
img_11.jpg,16.155207633972168
img_8.jpg,16.29749631881714
img_17.jpg,16.435203790664673
img_7.jpg,16.617773294448853
img_5.jpg,16.537309885025024
img_2.jpg,16.774534463882446
img_1.jpg,16.829919815063477
img_13.jpg,16.924535274505615
img_9.jpg,17.14907169342041
img_19.jpg,17.465819835662842
img_3.jpg,17.2065486907959
img_20.jpg,17.500686407089233
img_18.jpg,17.396792888641357
img_16.jpg,17.349722146987915
img_4.jpg,17.33600950241089
img_6.jpg,17.366069316864014
