image,modelEvalTime,boundingBoxTime,overallTime
img_85.jpg,12.776031732559204,0.02482748031616211,12.800859212875366
img_100.jpg,12.546912431716919,0.032685041427612305,12.579597473144531
img_77.jpg,12.465176105499268,0.03741264343261719,12.502588748931885
img_76.jpg,12.501542806625366,0.03247857093811035,12.534021377563477
img_98.jpg,12.56109619140625,0.038596153259277344,12.599692344665527
img_72.jpg,12.537950277328491,0.07557058334350586,12.613520860671997
img_89.jpg,12.569496393203735,0.0727229118347168,12.642219305038452
img_81.jpg,12.508915662765503,0.04296612739562988,12.551881790161133
img_87.jpg,12.621248006820679,0.01086115837097168,12.63210916519165
img_92.jpg,12.63868522644043,0.01741814613342285,12.656103372573853
img_84.jpg,12.699352502822876,0.008622884750366211,12.707975387573242
img_93.jpg,12.678218126296997,0.01967024803161621,12.697888374328613
img_79.jpg,12.786340236663818,0.07905459403991699,12.865394830703735
img_73.jpg,12.778232336044312,0.02679729461669922,12.80502963066101
img_96.jpg,12.732300996780396,0.02999591827392578,12.762296915054321
img_75.jpg,12.911284923553467,0.042883872985839844,12.954168796539307
img_78.jpg,12.70674467086792,0.03118443489074707,12.737929105758667
img_95.jpg,12.519214153289795,0.021935701370239258,12.541149854660034
img_97.jpg,13.519974946975708,0.01624011993408203,13.53621506690979
img_90.jpg,12.921327114105225,0.02340412139892578,12.94473123550415
img_94.jpg,12.832119703292847,0.031073331832885742,12.863193035125732
img_74.jpg,12.895296812057495,0.05241870880126953,12.947715520858765
img_86.jpg,12.705843448638916,0.016677379608154297,12.72252082824707
img_82.jpg,12.79047679901123,0.1352396011352539,12.925716400146484
img_91.jpg,12.630840063095093,0.039698123931884766,12.670538187026978
img_83.jpg,12.803590774536133,0.06766510009765625,12.871255874633789
img_80.jpg,12.865010023117065,0.015927791595458984,12.880937814712524
img_99.jpg,12.941336393356323,0.11435341835021973,13.055689811706543
img_88.jpg,13.029569625854492,0.01978135108947754,13.04935097694397
img_71.jpg,12.932614803314209,0.007817745208740234,12.94043254852295



