image,modelEvalTime,boundingBoxTime,overallTime
img_12.jpg,15.016600370407104,0.017319202423095703,15.0339195728302
img_10.jpg,15.255635023117065,0.03520059585571289,15.290835618972778
img_15.jpg,15.377026796340942,0.028324365615844727,15.405351161956787
img_14.jpg,15.348661184310913,0.10299015045166016,15.451651334762573
img_11.jpg,15.983821868896484,0.014991521835327148,15.998813390731812
img_8.jpg,16.14612364768982,0.016987323760986328,16.163110971450806
img_17.jpg,16.638456106185913,0.017395496368408203,16.65585160255432
img_7.jpg,16.89559531211853,0.025780916213989258,16.92137622833252
img_5.jpg,16.974719762802124,0.02536606788635254,17.000085830688477
img_2.jpg,17.37161874771118,0.05102968215942383,17.422648429870605
img_1.jpg,17.469650745391846,0.0042493343353271484,17.473900079727173
img_13.jpg,17.402477264404297,0.049732208251953125,17.45220947265625
img_9.jpg,17.523213148117065,0.021869421005249023,17.545082569122314
img_19.jpg,17.71153235435486,0.02820897102355957,17.739741325378418
img_3.jpg,17.605153560638428,0.01604461669921875,17.621198177337646
img_20.jpg,17.558067560195923,0.04403829574584961,17.602105855941772
img_18.jpg,19.09408450126648,0.020567893981933594,19.114652395248413
img_16.jpg,18.766295909881592,0.08208012580871582,18.848376035690308
img_4.jpg,18.003581047058105,0.014957189559936523,18.018538236618042
img_6.jpg,17.84369730949402,0.026785612106323242,17.870482921600342

